product,image_name,source_reference,sha256,dataset_label,image_latitude,image_longitude,image_timestamp,cyclone_id,cyclone_name,ibtracs_timestamp,ibtracs_latitude,ibtracs_longitude,ibtracs_wind_knots,ibtracs_pressure_hpa,match_distance_deg,match_method,match_confidence,notes
reference,99.jpeg,99.jpeg,94df5e610ab44a953c022b051052af3648bb50a76d6aef88e07ecf07fd9e7ba8,99.0,18.58,64.19,2019-11-04 07:30:00,2019301N05081,MAHA,2019-11-04 09:00:00,18.6999,64.2499,95.0,962.0,0.1327,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,101.jpg,101.jpeg,59fb33bb477cd9764c2a2023854ed92632d763d31f3d3272eb1efedd3500dbb2,101.0,17.95,85.9,2013-10-12 04:00:00,2013281N12098,PHAILIN,2013-10-12 06:00:00,18.05,85.75,115.0,940.0,0.1742,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,102.jpg,102.jpeg,830f66561d7d65ecdc4f7bd6402d6417fe7d97d542a0f761b92c94674bee4264,102.0,17.9,86.2,2013-10-12 02:00:00,2013281N12098,PHAILIN,2013-10-12 03:00:00,17.7462,86.0499,115.0,940.0,0.2099,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,106.jpg,106.jpeg,18495a11f2f8feed24f0ecf41120132a38b225375492de14847508f5e8541308,106.0,13.48,55.74,2018-05-24 03:30:00,2018136N11054,MEKUNU:SAGAR,2018-05-24 03:00:00,13.3212,55.5287,75.0,972.0,0.2597,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,111.jpg,111.jpeg,df42fa546e5cb211c5e34f8aa6ae8563d950ff2279c93ab7f726b91abfcf66f3,111.0,13.09,84.95,2013-11-27 03:30:00,2013324N07103,LEHAR,2013-11-27 09:00:00,13.9536,85.5211,65.0,984.0,1.0272,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,112.jpg,112.jpeg,88263f6bbcbd9257059326c1a150f07d924c18908d7a1070c664ac99380aa8c1,112.0,14.03,83.66,2019-05-01 03:30:00,2019116N02090,FANI,2019-05-01 03:00:00,14.0675,83.985,95.0,957.0,0.3175,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,115.jpg,115.jpeg,266638b1d93b834fbe6ede7b74319fa7d11e99032254afee75b601f8b602cc14,115.0,17.3,84.8,2014-10-11 22:14:00,2014279N11096,HUDHUD,2014-10-11 21:00:00,16.8,84.3899,100.0,952.0,0.6351,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,118.jpg,118.jpeg,f042182fc4aa1a82fa3de62c3ba7a601c567540df1621d867ee4a5205f3f6f62,118.0,16.27,85.81,,2020285N15087,NOT_NAMED,2020-10-11 12:00:00,15.5,85.4,25.0,998.0,0.8648,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,119.jpg,119.jpeg,7e15379e36f7ffb11324e7542c836a9acdca8890c3ea8f9af9f37e91bcd8a53f,119.0,20.29,86.79,,2020296N19087,NOT_NAMED,2020-10-22 15:00:00,19.9274,87.4279,,,0.6996,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,128.jpg,128.jpeg,ba2bfd15f241d662f15f43f54022aa33f4ba5cb06619d0eb7aef1d5ba342ace4,128.0,15.06,54.16,2018-05-25 03:00:00,2018136N11054,MEKUNU:SAGAR,2018-05-25 00:00:00,15.2,54.6,85.0,968.0,0.4474,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,25.jpg,25.jpeg,a506e978628ae189b9fc735c39d22958ef79250f45dd412ebcacc244b9b58981,25.0,10.65,80.51,2013-12-12 04:00:00,2013339N09084,MADI,2013-12-12 09:00:00,10.8773,80.8413,25.0,1000.0,0.3971,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,27.jpg,27.jpeg,d7f028df71dec25f906e1f1cb18804aea2d9bc576c6a3448c6a47863d7ef26f6,27.0,13.76,64.49,2015-11-05 07:44:00,2015309N14067,MEGH,2015-11-05 09:00:00,14.0129,64.3169,,,0.3037,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,28.jpg,28.jpeg,843a5cc2edff0301511f676e2bbf32e694eeadc90ac99ee64f27ff82b444b439,28.0,10.31,52.1,2020-11-22 08:30:00,2020326N11063,GATI,2020-11-22 09:00:00,10.3924,51.9851,65.0,982.0,0.1399,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,30(1).jpg,30(1).jpeg,79268d32b3a530589763639a4aa5f2c561e4fd514ced13b99bdf4424d1872634,30.0,9.0,80.1,2020-12-03 02:30:00,2020335N06090,BUREVI,2020-12-03 03:00:00,9.14245,80.36,40.0,998.0,0.2937,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,30.jpg,30.jpeg,4c9d6523fa3ee45c167c6d5dd6907ba09309297f6577c20c797cb981e8ed4aee,30.0,12.96,84.83,2018-11-14 03:00:00,2018314N12093,GAJA,2018-11-14 06:00:00,12.8,84.95,45.0,996.0,0.1982,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,31.jpg,31.jpeg,57125d519d720df8cba5b4a1b180dfc1062ec55a4faaba8a54c08155355393d2,31.0,15.25,83.73,2013-12-11 03:30:00,2013339N09084,MADI,2013-12-11 00:00:00,14.4,84.1,40.0,996.0,0.9219,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,32(1).jpg,32(1).jpeg,c97065969a56e37f10704f75c73a1403e934ecb4e81e74187f5c3ef0a44f8dad,32.0,22.7,68.15,2021-09-30 09:30:00,2021267N18094,GULAB:SHAHEEN-GU,2021-09-30 06:00:00,22.6286,68.2571,25.0,998.0,0.1219,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,32.jpg,32.jpeg,26e3ec89052d7a4d01cb1517d584a7267ee6414afc64c5188ad1a88dcea26d6a,32.0,13.04,61.74,2015-11-06 03:45:00,2015309N14067,MEGH,2015-11-06 09:00:00,13.15,61.55,45.0,994.0,0.2153,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,33(1).jpg,33(1).jpeg,d17832ef8994929de6175a9da298c26f1484d6c027e92bdd65c91a042f35ef21,33.0,8.1,53.1,2019-12-06 03:30:00,2019335N05058,PAWAN,2019-12-06 03:00:00,8.14246,53.1113,35.0,999.0,0.0439,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,33(2).jpg,33(2).jpeg,924c54476bb958421863af1efa874e994ace8b83ea6f608004c4b6f564b30cda,33.0,7.8,86.2,2020-12-01 03:30:00,2020335N06090,BUREVI,2020-12-01 00:00:00,7.4,86.1,30.0,1000.0,0.4121,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,33.jpg,33.jpeg,c1403057081b08eaee5048a4f46c6dd79ad450d410bd8c31f6e7f80ddb90abad,33.0,15.57,84.28,2013-12-11 09:00:00,2013339N09084,MADI,2013-12-11 03:00:00,14.1037,83.8288,30.0,998.0,1.5294,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,34(!).jpg,34(!).jpeg,88e0ea59e069e5be4575fb8d58ab9f765bcad3d518b140821c908d335e2ce2ee,,17.94,88.07,2018-09-20 07:00:00,2018263N17089,DAYE,2018-09-20 06:00:00,17.55,87.0,30.0,995.0,1.0901,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,34.jpg,34.jpeg,37f88a22984a2920068dde7129e6b443061f327daa5dacb2d60e6aef16738eb1,34.0,16.33,81.33,2013-11-28 03:30:00,2013324N07103,LEHAR,2013-11-28 09:00:00,15.4532,81.3717,25.0,1002.0,0.8777,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,35(1).jpg,35(1).jpeg,86927dc604839fdd3277189d8abe8a824956d271ab664d9b2df71523dd09fe61,35.0,13.16,59.5,2015-11-07 02:45:00,2015309N14067,MEGH,2015-11-07 03:00:00,12.7674,59.6362,45.0,994.0,0.4144,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,35(2).jpg,35(2).jpeg,3bee441e4487fd81c1b71339aa8d76511d57f497575b25cfa133400420a4b05d,35.0,10.99,82.07,2018-11-15 08:30:00,2018314N12093,GAJA,2018-11-15 06:00:00,11.25,82.15,55.0,990.0,0.2716,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,35(3).jpg,35(3).jpeg,8b6e04a7312750445183251450e34b82beb9bd294812c1ab4c11456f0846b17a,35.0,22.7,69.55,2021-09-30 04:00:00,2021267N18094,GULAB:SHAHEEN-GU,2021-09-30 00:00:00,22.62,69.26,25.0,998.0,0.2792,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,35.jpg,35.jpeg,a671e9d694c0fe93aa6536c9112a9c76ffa7ea226a16b0ff8b678eaa0e5e5f76,35.0,13.99,64.77,,2015309N14067,MEGH,2015-11-05 06:00:00,14.0429,64.8,30.0,1002.0,0.0604,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,36(1).jpg,36(1).jpeg,90d1df18973fc542dc88db0caab8494d14d347af3a2c35029f2dbed3e1f96b3c,36.0,10.58,80.41,2016-12-01 01:00:00,2016335N07088,NADA,2016-12-01 06:00:00,10.5,81.25,30.0,1003.0,0.8296,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,36(2).jpg,36(2).jpeg,6d4ebae3792a4f15c4bf627b7536da2d9889d85208076044fbd62f14b2ec046c,36.0,6.97,56.51,2019-12-03 04:00:00,2019335N05058,PAWAN,2019-12-03 06:00:00,6.9,56.85,30.0,1000.0,0.3447,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,36(3).jpg,36(3).jpeg,f28597481b424b4c63c36f16c4fdb1a3f856e21409a5ad23d57c2fd6bbac6ea9,36.0,9.64,56.21,2019-12-05 03:00:00,2019335N05058,PAWAN,2019-12-05 06:00:00,9.4,56.05,35.0,999.0,0.2872,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,36.jpg,36.jpeg,539ec84c02a79f7f6fde1ecdafcfaf8b2dbed28e4e8612c98c0e18bd9311d398,36.0,14.68,47.64,2015-11-03 02:45:00,2015301N11065,CHAPALA,2015-11-03 06:00:00,14.05,47.85,45.0,996.0,0.6619,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,37.jpg,37.jpeg,c2d3837be075a7b59da53391b6b758049f838c8c5dd1c0355976c18e8fa2c488,37.0,12.87,85.25,2014-11-07 03:44:00,2014309N13088,NOT_NAMED,2014-11-07 09:00:00,14.2078,87.492,,,2.5626,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,38.jpg,38.jpeg,e50c06192758c52ea9f13a1e224e7bb04f599e8206ebe1b3b9b362da5809de5b,38.0,14.33,89.54,,2018314N12093,GAJA,2018-11-11 00:00:00,13.35,89.2,35.0,999.0,1.0339,embedded coordinates + year/nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,39.jpg,39.jpeg,76565af64cf2a7c9399fae463968cc8777cf059e2b9215a874ebc506124d4d1d,39.0,14.93,89.54,2019-11-07 03:00:00,2019302N11118,BULBUL:MATMO,2019-11-07 03:00:00,14.7537,89.1175,35.0,998.0,0.4447,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,40(1).jpg,40(1).jpeg,e48a4c231e8a8d22de8bc798a0e01a8e350e8005ca85a40fa1152cf06908e901,40.0,16.7,88.32,2016-10-26 00:00:00,2016295N13089,KYANT,2016-10-26 03:00:00,16.3389,88.4539,40.0,996.0,0.3832,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,40(2).jpg,40(2).jpeg,b00adedceb68facc4e8103986d66ce7dd9e24b8a85fca5539c8a8cecddbc28bb,40.0,19.55,65.55,2019-09-23 05:30:00,2019264N19071,HIKAA:HIKKA,2019-09-23 03:00:00,20.2924,65.5038,40.0,996.0,0.7437,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,40(3).jpg,40(3).jpeg,3422a113f0d338d65280817e2a2660af8a7fdca5211f7d479934d412ebf8b056,40.0,15.3,90.0,2021-05-23 03:30:00,2021143N15090,YAAS,2021-05-23 03:00:00,15.44,89.8525,,,0.1996,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,40.jpg,40.jpeg,1802b67c9a6e6015a2c58e7b50a40e4e2897bb296f24763d31ac93041c349646,40.0,12.17,84.25,2013-05-13 03:30:00,2013130N04093,MAHASEN:VIYARU,2013-05-13 09:00:00,12.0388,85.9462,40.0,994.0,1.6633,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,41.jpg,41.jpeg,911e57dc12b2447af813a224812c2f6540c5ef5de71b0a0af807c246523fa8ee,41.0,12.49,84.93,2013-05-13 02:30:00,2013130N04093,MAHASEN:VIYARU,2013-05-13 06:00:00,11.95,86.35,40.0,994.0,1.4878,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,42(3).jpg,42(3).jpeg,3330ae281142c15ec678f2fee9730d077c2fe3be1babf66fa976933d2c30b76b,42.0,16.5,84.7,2021-12-04 06:00:00,2021335N08096,JAWAD,2021-12-04 06:00:00,16.35,84.85,35.0,1001.0,0.2078,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,42.jpg,42.jpeg,fcb5ff16bf507eb727a0f11a6f91c82c3599647c1b69097548f3ca229f95014a,42.0,7.25,77.51,,2017333N06082,OCKHI,2017-11-30 03:00:00,7.50758,77.3713,35.0,999.0,0.292,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,43(2).jpg,43(2).jpeg,ec5c748d9201bbb27cc6cc582dddbbc03f99e2e4c2272f7cacb80f7ace597d0e,43.0,24.23,58.95,,2021267N18094,GULAB:SHAHEEN-GU,2021-10-03 03:00:00,24.1461,59.0788,60.0,984.0,0.1443,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,43.jpg,43.jpeg,f38187034dd434538d689435304682cd7a525facc36e14c50827929707fcf030,43.0,12.57,85.24,,2013130N04093,MAHASEN:VIYARU,2013-05-13 18:00:00,12.8,85.45,40.0,994.0,0.3081,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,44(1).jpg,44(1).jpeg,09ab2ab0a1fd611a6c5ba225393ec97e98d3dbc5309c33cce17d6bc8aa6b3a6e,44.0,18.47,65.73,,2014159N12068,NANAUK,2014-06-12 00:00:00,17.9,65.25,45.0,986.0,0.7295,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,44(2).jpg,44(2).jpeg,6e825cf48e9e67c339c9620d2576d312f4f14e7020b3cda00f4899a7526b2811,44.0,13.41,86.68,2018-11-13 02:30:00,2018314N12093,GAJA,2018-11-13 06:00:00,13.65,86.55,40.0,998.0,0.2713,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,44(3).jpg,44(3).jpeg,3d3cac26f00687175225e22792de4f1926a486aba4e00e19b967407aeeedf7a8,44.0,9.51,82.1,2020-11-24 05:30:00,2020327N08086,NIVAR,2020-11-24 09:00:00,9.86,82.85,45.0,992.0,0.8183,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,44.jpg,44.jpeg,0fb6eb7a4a8442d18f9ed25fcd25c57b61d17807043a1aa7a685d7096c3ff25b,44.0,12.7,90.94,2016-12-09 02:00:00,2016341N08092,VARDAH,2016-12-09 06:00:00,11.95,90.45,45.0,996.0,0.8894,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,45(1).jpg,45(1).jpeg,ca9ae4b19f01e7cce9977bc6ea9deba2f368092765eae2c9bcd13ea6f6617132,45.0,8.3,84.07,2016-11-30 04:00:00,2016335N07088,NADA,2016-11-30 06:00:00,9.05,84.85,35.0,1002.0,1.0762,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,45(2).jpg,45(2).jpeg,ef2e773d6375e358362e28897f36f19c3ef7d2cfe9f13a1263d70507dade14d1,45.0,14.79,80.92,2016-05-19 03:45:00,2016138N10081,ROANU,2016-05-19 00:00:00,15.1,81.6,35.0,990.0,0.7269,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,45(3).jpg,45(3).jpeg,0307f37ff3015da2df228a8f4f06b8fff3c6a7a5eca19756748c5d5752668935,45.0,20.16,59.89,2019-09-24 04:00:00,2019264N19071,HIKAA:HIKKA,2019-09-24 06:00:00,20.0,59.55,75.0,978.0,0.357,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,45(4).jpg,45(4).jpeg,7f3b37e11c8de3eedef2559f453a9ee7b022f0dd6a581616e7cbc04ad6463233,45.0,15.21,71.28,2020-06-02 04:00:00,2020153N13072,NISARGA,2020-06-02 03:00:00,15.325,71.25,30.0,1000.0,0.1186,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,45.jpg,45.jpeg,394bf7cac6b67d4e99ecf057e57fd3552ff4025b310d06db69912660a752efe6,45.0,14.37,84.69,,2013339N09084,MADI,2013-12-09 06:00:00,14.3,84.7,65.0,986.0,0.0707,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,46(1).jpg,46(1).jpeg,bf15f268cda1178549150413ece6a7a3b264e398322513b8f1d399f04d63e20e,46.0,12.22,86.9,2018-11-12 04:00:00,2018314N12093,GAJA,2018-11-12 06:00:00,12.6,87.25,40.0,998.0,0.5113,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,46(3).jpg,46(3).jpeg,4484908ff2e422fc5fbb8e2f7535d22dd483cb3c597034f96917b79ddc5875d5,46.0,15.95,85.75,2021-12-03 09:00:00,2021335N08096,JAWAD,2021-12-03 15:00:00,15.21,85.0425,40.0,1000.0,1.0052,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,46.jpg,46.jpeg,c0a243446af62137b2118f5b3ec3ca54f74858363b06fbcc4a8850a9fb9e7efb,46.0,17.51,64.27,2014-06-12 08:45:00,2014159N12068,NANAUK,2014-06-12 06:00:00,18.15,64.65,45.0,986.0,0.7355,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,47(1).jpg,47(1).jpeg,bf38e0e01ccfdb31d6e40e5e79aee29f38c91ed7dec39829ae86144c6b3541ea,47.0,16.7,90.6,2016-10-25 07:00:00,2016295N13089,KYANT,2016-10-25 12:00:00,16.75,90.55,35.0,998.0,0.0692,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,47(2).jpg,47(2).jpeg,bed0c823dc1db868fb55ade8b33ce5574544d8ebd04bb6ab50445c9cb415d453,47.0,11.89,61.89,2018-10-08 06:00:00,2018279N11069,LUBAN,2018-10-08 06:00:00,12.15,61.85,40.0,997.0,0.2629,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,47(3).jpg,47(3).jpeg,3204eb564a1f00e82e03c1c4c766efbbb86875f2f9b58543673b0f29a8102cdc,47.0,7.64,57.71,2019-12-04 04:00:00,2019335N05058,PAWAN,2019-12-04 06:00:00,7.5,57.1,30.0,1000.0,0.6206,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,47(4).jpg,47(4).jpeg,e003cf4b2e2d43e9adbed950a0bd836f8dc58aaa02ff69faf6a1e88c76dab236,47.0,8.4,82.7,2020-12-02 02:30:00,2020335N06090,BUREVI,2020-12-02 03:00:00,8.58247,82.9,40.0,998.0,0.2691,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,47.jpg,47.jpeg,20dd351bd960226a31a569a34408f44c9cb8006fbd24bd548e6de743047711d1,47.0,17.16,85.74,2013-05-15 03:00:00,2013130N04093,MAHASEN:VIYARU,2013-05-15 03:00:00,16.7462,87.1889,40.0,992.0,1.4449,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,48(1).jpg,48(1).jpeg,04a59e9563abbb03b3810a021e7cb0e16557dc727dc564089fa2283c8580a83a,48.0,10.2,56.6,,2018136N11054,MEKUNU:SAGAR,2018-05-22 12:00:00,10.2,56.8,35.0,998.0,0.1968,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,48(2).jpg,48(2).jpeg,daa9c329463e7426d8462bd05caafd5e737f868cc45b40b6b03f9a33e95902b8,48.0,15.68,82.11,2018-12-17 03:30:00,2018347N07089,PHETHAI,2018-12-17 03:00:00,15.5388,82.3388,45.0,997.0,0.2617,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,48(3).jpg,48(3).jpeg,bb5998d84f04db01a9880c2df6752015ac843673509fba359339292474dbd227,48.0,15.95,85.75,2021-12-03 09:00:00,2021335N08096,JAWAD,2021-12-03 15:00:00,15.21,85.0425,40.0,1000.0,1.0052,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,48.jpg,48.jpeg,ef235f631bd805ce49bb0c3b831f9ba639045801424dbe8d3fb33fcdd0ee8702,48.0,17.57,70.87,2017-12-05 03:30:00,2017333N06082,OCKHI,2017-12-05 00:00:00,17.5,70.65,50.0,994.0,0.2211,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,49(1).jpg,49(1).jpeg,9a8116004ccfe663149626ef75b6fe4360c19645d3d139cfc838cb09196b9aa1,49.0,14.58,71.21,2019-06-01 03:30:00,2019301N05081,MAHA,2019-11-01 00:00:00,14.6,71.55,55.0,990.0,0.3297,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,49(2).jpg,49(2).jpeg,cbf4ac57038cb48b5ace63dacb307f2b29c3d2dfdb849c7a0a215d5425fc4aa9,49.0,22.8,64.75,2021-10-01 03:00:00,2021267N18094,GULAB:SHAHEEN-GU,2021-10-01 03:00:00,23.1175,64.9213,40.0,994.0,0.3546,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
